title_num_pos,title_num_neg,title_avg_pos,title_avg_neg,title_avg,sum_pos_title,sum_neg_title,body_num_pos,body_num_neg,body_avg_pos,body_avg_neg,body_avg,sum_pos_body,sum_neg_body,label
0,28,0,0.0,0,0,0,52,28,0.19512403846153853,-0.24241035714285722,0.04198700000000002,10.146450000000003,-6.787490000000002,Breitbart
0,36,0,-0.004813055555555556,-0.17327,0,-0.17327,63,36,0.1247680952380953,-0.14030888888888884,0.028376464646464705,7.860390000000004,-5.051119999999998,Buzzfeed News
0,41,0,0.0,0,0,0,97,41,0.25104443298969076,-0.2143441463414634,0.11277681159420294,24.351310000000005,-8.78811,Atlantic
3,88,0.36229,-0.008851818181818181,0.0769775,1.08687,-0.77896,244,88,0.24832065573770487,-0.35075590909090926,0.08952927710843366,60.59023999999999,-30.866520000000016,CNN
1,19,0.2505,-0.005106842105263158,0.076735,0.2505,-0.09703,15,19,0.20323933333333333,-0.3315273684210526,-0.09560088235294117,3.04859,-6.29902,New York Post
1,90,0.30833,-0.003995555555555556,-0.01709000000000001,0.30833,-0.35960000000000003,180,90,0.1623361111111111,-0.2335962222222222,0.03035866666666666,29.220499999999998,-21.02366,Reuters
2,20,0.36821000000000004,-0.0424155,-0.037296666666666645,0.7364200000000001,-0.84831,52,20,0.17925750000000013,-0.3723859999999999,0.026023194444444564,9.321390000000006,-7.447719999999998,Fox News
0,14,0,0.0,0,0,0,29,14,0.22066931034482765,-0.2883992857142857,0.05492604651162794,6.399410000000001,-4.03759,Talking Points Memo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buzzfeed News
0,17,0,0.0,0,0,0,41,17,0.18588634146341465,-0.17393235294117648,0.08042224137931035,7.621340000000001,-2.95685,Buzzfeed News
3,51,0.29377666666666663,0.0,0.29377666666666663,0.88133,0,102,51,0.2554609803921569,-0.25242039215686274,0.08616718954248373,26.05702000000001,-12.873439999999999,Washington Post
4,38,0.21610000000000001,-0.010243421052631579,0.09503000000000002,0.8644000000000001,-0.38925,120,38,0.22907633333333338,-0.3027410526315789,0.10117088607594941,27.489160000000005,-11.504159999999999,Guardian
1,11,0.28734,-0.08301272727272727,-0.20859999999999998,0.28734,-0.91314,7,11,0.2551642857142857,-0.21177363636363633,-0.030186666666666646,1.78615,-2.3295099999999995,Fox News
0,106,0,0.0,0,0,0,272,106,0.1868744485294118,-0.19689971698113204,0.07925523809523813,50.82985000000001,-20.871369999999995,Atlantic
0,37,0,0.0,0,0,0,128,37,0.243329140625,-0.23475729729729722,0.1361218787878788,31.14613,-8.686019999999997,National Review
2,63,0.21717999999999998,-0.008635079365079365,-0.027412500000000006,0.43435999999999997,-0.54401,155,63,0.20049593548387099,-0.23469142857142858,0.07473077981651377,31.076870000000003,-14.78556,Vox
0,95,0,0.0,0,0,0,163,95,0.23418803680981584,-0.27448800000000007,0.046884844961240214,38.17264999999998,-26.076360000000008,NPR
0,116,0,0.0,0,0,0,178,116,0.1982752808988764,-0.22183715517241379,0.03251663265306122,35.293,-25.73311,New York Times
0,34,0,0.0,0,0,0,48,34,0.2042995833333334,-0.32743970588235294,-0.016177682926829227,9.806380000000003,-11.13295,Breitbart
1,168,0.01377,0.0,0.01377,0.01377,0,319,168,0.2386063949843259,-0.26309666666666665,0.06553429158110875,76.11543999999996,-44.20024,National Review
1,89,0.04128,0.0,0.04128,0.04128,0,182,89,0.19406197802197814,-0.20334955056179774,0.06354675276752776,35.31928000000002,-18.09811,National Review
3,23,0.06313,-0.007848260869565218,0.0022199999999999998,0.18939,-0.18051,38,23,0.21018973684210526,-0.3494460869565218,-0.0008204918032787129,7.98721,-8.037260000000002,Business Insider
2,27,0.12385499999999999,-0.005376666666666667,0.034179999999999995,0.24770999999999999,-0.14517,73,27,0.15633616438356165,-0.16789925925925928,0.06879260000000001,11.412540000000002,-4.53328,New York Post
0,9,0,0.0,0,0,0,19,9,0.23406105263157895,-0.11433999999999998,0.12207500000000002,4.44716,-1.0290599999999999,Talking Points Memo
0,12,0,-0.0150425,-0.18051,0,-0.18051,51,12,0.19356725490196086,-0.1778283333333334,0.12282523809523815,9.871930000000004,-2.133940000000001,Business Insider
0,34,0,0.0,0,0,0,67,34,0.18860492537313445,-0.25414382352941184,0.03956079207920797,12.636530000000008,-8.640890000000002,Talking Points Memo
0,24,0,0.0,0,0,0,65,24,0.26292553846153854,-0.2715108333333334,0.11880786516853935,17.090160000000004,-6.516260000000003,Buzzfeed News
0,92,0,-0.0011359782608695653,-0.10451,0,-0.10451,372,92,0.2295874193548387,-0.1784284782608695,0.1486877155172414,85.40652,-16.415419999999994,Atlantic
1,49,0.08411,0.0,0.08411,0.08411,0,87,49,0.19059505747126448,-0.20759183673469397,0.04713066176470592,16.58177000000001,-10.172000000000004,New York Times
0,138,0,0.0,0,0,0,178,138,0.19274977528089884,-0.2518389130434782,-0.0014060443037974732,34.309459999999994,-34.753769999999996,New York Times
0,36,0,0.0,0,0,0,126,36,0.22789706349206343,-0.22643805555555557,0.12693370370370366,28.71502999999999,-8.15177,NPR
0,92,0,0.0,0,0,0,327,92,0.24753584097859324,-0.28724358695652186,0.13011410501193313,80.94421999999999,-26.42641000000001,Atlantic
0,22,0,0.0,0,0,0,55,22,0.17372472727272734,-0.21967727272727267,0.0613241558441559,9.554860000000003,-4.832899999999999,Talking Points Memo
0,126,0,0.0,0,0,0,326,126,0.21009487730061352,-0.20879277777777785,0.09332530973451325,68.49093,-26.30789000000001,New York Times
0,43,0,-0.02578976744186047,-0.3696533333333334,0,-1.1089600000000002,44,43,0.20723727272727277,-0.29868116279069773,-0.04281436781609198,9.118440000000001,-12.843290000000003,New York Post
0,45,0,0.0,0,0,0,97,45,0.2093682474226805,-0.24760555555555558,0.06455260563380287,20.308720000000008,-11.14225,NPR
0,40,0,0.0,0,0,0,134,40,0.22733126865671646,-0.16069475000000008,0.13812988505747129,30.462390000000006,-6.4277900000000034,Buzzfeed News
4,1,0.1315225,-0.02298,0.10062199999999999,0.52609,-0.02298,9,1,0.22296555555555558,-0.26745,0.17392400000000002,2.0066900000000003,-0.26745,Business Insider
1,115,0.1372,-0.00023173913043478262,0.05527499999999999,0.1372,-0.02665,254,115,0.21602759842519678,-0.2873112173913045,0.05916048780487796,54.871009999999984,-33.040790000000015,Vox
1,36,0.0778,0.0,0.0778,0.0778,0,109,36,0.2011901834862385,-0.30902805555555557,0.07451531034482756,21.929729999999996,-11.12501,Fox News
1,106,0.42384,-0.000754433962264151,0.171935,0.42384,-0.07997,260,106,0.21485565384615388,-0.2010862264150944,0.09439161202185793,55.86247000000001,-21.315140000000007,Washington Post
0,36,0,0.0,0,0,0,75,36,0.19197093333333348,-0.3780944444444444,0.00708486486486499,14.397820000000012,-13.611399999999998,Talking Points Memo
0,107,0,0.0,0,0,0,291,107,0.22547759450171817,-0.4254498130841122,0.050479522613065264,65.61397999999998,-45.52313000000001,Buzzfeed News
1,96,0.1772,0.0,0.1772,0.1772,0,286,96,0.21812444055944064,-0.2041361458333334,0.11200659685863877,62.38359000000002,-19.597070000000006,New York Post
0,6,0,0.0,0,0,0,19,6,0.1339478947368421,-0.10123,0.0775052,2.54501,-0.60738,New York Post
0,60,0,0.0,0,0,0,137,60,0.20692211678832115,-0.2312868333333333,0.073457461928934,28.348329999999997,-13.877209999999998,New York Times
2,46,0.38671500000000003,-0.018016521739130435,-0.01844333333333333,0.7734300000000001,-0.82876,78,46,0.16395576923076935,-0.28863543478260867,-0.003940967741935387,12.78855000000001,-13.277229999999998,Reuters
0,39,0,-0.015162307692307694,-0.295665,0,-0.59133,95,39,0.18766168421052645,-0.22592948717948722,0.06728813432835828,17.827860000000012,-8.811250000000001,CNN
0,62,0,0.0,0,0,0,132,62,0.22408212121212126,-0.22846903225806448,0.07945237113402066,29.578840000000007,-14.165079999999998,Washington Post
3,7,0.43461,0.0,0.43461,1.30383,0,25,7,0.21305039999999997,-0.024827142857142853,0.16101468749999998,5.3262599999999996,-0.17378999999999997,Business Insider
0,44,0,0.0,0,0,0,88,44,0.21888306818181835,-0.33397363636363636,0.03459750000000011,19.261710000000015,-14.694840000000001,Talking Points Memo
0,29,0,0.0,0,0,0,39,29,0.2740148717948718,-0.2522979310344827,0.04955794117647058,10.68658,-7.31664,Talking Points Memo
0,269,0,0.0,0,0,0,902,269,0.23878698447893532,-0.2976329368029743,0.11556157130657521,215.38585999999967,-80.06326000000008,NPR
0,28,0,0.0,0,0,0,76,28,0.3016317105263157,-0.18502250000000006,0.17060942307692303,22.924009999999996,-5.180630000000002,Breitbart
0,32,0,0.0,0,0,0,49,32,0.1356120408163266,-0.3503574999999999,-0.05637592592592582,6.644990000000004,-11.211439999999996,Breitbart
1,89,0.04128,0.0,0.04128,0.04128,0,156,89,0.2207460256410257,-0.19326674157303358,0.07034955102040824,34.43638000000001,-17.20073999999999,Atlantic
0,29,0,0.0,0,0,0,58,29,0.192296551724138,-0.2137706896551725,0.05694080459770118,11.153200000000005,-6.199350000000003,CNN
1,126,0.04128,0.0,0.04128,0.04128,0,336,126,0.2250243154761904,-0.2800684126984128,0.08727175324675315,75.60816999999997,-35.288620000000016,Atlantic
1,23,0.04128,-0.018814347826086958,-0.13048333333333334,0.04128,-0.43273,77,23,0.2214619480519482,-0.2514026086956521,0.11270310000000011,17.05257000000001,-5.782259999999999,New York Post
0,62,0,0.0,0,0,0,139,62,0.18948294964028786,-0.1762090322580645,0.07668243781094534,26.338130000000014,-10.924959999999999,Reuters
0,57,0,0.0,0,0,0,149,57,0.24765416107382546,-0.3335226315789473,0.08684310679611648,36.90046999999999,-19.010789999999997,NPR
0,8,0,0.0,0,0,0,7,8,0.16900714285714286,-0.08501750000000001,0.033527333333333326,1.18305,-0.6801400000000001,Talking Points Memo
4,18,0.2119175,0.0,0.2119175,0.84767,0,42,18,0.17210666666666669,-0.22391444444444442,0.053300333333333345,7.22848,-4.03046,Business Insider
0,19,0,0.0,0,0,0,25,19,0.15058999999999995,-0.22755052631578945,-0.012697954545454566,3.764749999999999,-4.32346,Buzzfeed News
1,31,0.04128,0.0,0.04128,0.04128,0,61,31,0.18729737704918042,-0.15444258064516128,0.07214586956521747,11.425140000000006,-4.787719999999999,Atlantic
0,54,0,0.0,0,0,0,75,54,0.15836986666666675,-0.2369109259259258,-0.007096511627906879,11.877740000000006,-12.793189999999994,New York Times
0,30,0,0.0,0,0,0,37,30,0.23395270270270274,-0.40970466666666666,-0.054252089552238786,8.656250000000002,-12.29114,Breitbart
0,8,0,0.0,0,0,0,28,8,0.1938578571428571,-0.09069625,0.1306236111111111,5.428019999999999,-0.72557,Talking Points Memo
0,7,0,0.0,0,0,0,7,7,0.09701714285714287,-0.3407557142857143,-0.1218692857142857,0.6791200000000001,-2.38529,Talking Points Memo
4,102,0.3153025,0.0,0.3153025,1.26121,0,210,102,0.21088876190476172,-0.19752176470588229,0.0773699358974358,44.28663999999996,-20.147219999999994,Business Insider
3,39,0.26811999999999997,-0.020173846153846153,0.004394999999999982,0.80436,-0.78678,67,39,0.17075074626865683,-0.22007487179487187,0.026956415094339665,11.440300000000008,-8.582920000000003,Fox News
0,32,0,0.0,0,0,0,97,32,0.19431309278350517,-0.21575437499999997,0.09259093023255817,18.848370000000003,-6.904139999999999,NPR
0,63,0,-0.0025387301587301587,-0.07997,0,-0.15994,167,63,0.24652401197604795,-0.27438952380952375,0.10383900000000006,41.16951000000001,-17.286539999999995,Atlantic
0,103,0,0.0,0,0,0,335,103,0.23640241791044778,-0.2010620388349515,0.13352835616438358,79.19481,-20.709390000000003,NPR
1,118,0.1689,-0.0025070338983050845,-0.04230999999999999,0.1689,-0.29583,182,118,0.17003087912087922,-0.32531271186440686,-0.02480426666666665,30.945620000000016,-38.38690000000001,CNN
0,55,0,0.0,0,0,0,152,55,0.2239888157894737,-0.18993963636363637,0.11400782608695653,34.0463,-10.44668,NPR
0,48,0,0.0,0,0,0,186,48,0.2786371505376344,-0.22585687499999996,0.17515119658119657,51.82651,-10.841129999999998,National Review
5,28,0.33909200000000006,-0.024013214285714287,0.14615571428571433,1.6954600000000002,-0.67237,62,28,0.20909967741935484,-0.21119178571428573,0.07834233333333333,12.96418,-5.9133700000000005,New York Post
2,13,0.466245,0.0,0.466245,0.93249,0,42,13,0.284105,-0.14426615384615385,0.18285363636363633,11.932409999999999,-1.8754600000000001,CNN
2,70,0.49944500000000003,-0.0011424285714285714,0.30630666666666667,0.9988900000000001,-0.07997,157,70,0.1653880254777071,-0.21286628571428565,0.048745726872246764,25.96592000000001,-14.900639999999996,Reuters
0,93,0,0.0,0,0,0,280,93,0.21815589285714268,-0.23135204301075266,0.10608018766756021,61.08364999999995,-21.515739999999997,New York Times
2,21,0.23504999999999998,-0.0049766666666666666,0.12186333333333332,0.47009999999999996,-0.10451,75,21,0.24188066666666672,-0.21308666666666665,0.14235656250000003,18.141050000000003,-4.474819999999999,CNN
0,2,0,-0.048515,-0.09703,0,-0.09703,4,2,0.0887025,-0.12016500000000001,0.01908,0.35481,-0.24033000000000002,Business Insider
0,82,0,0.0,0,0,0,223,82,0.2178129147982061,-0.24032341463414636,0.09464183606557365,48.572279999999964,-19.70652,Buzzfeed News
0,304,0,0.0,0,0,0,1023,304,0.22124080156402826,-0.19014542763157902,0.12699708364732548,226.3293400000009,-57.80421000000002,Atlantic
3,15,0.34225666666666665,-0.029226,0.14709499999999998,1.02677,-0.43839,53,15,0.2497616981132076,-0.24472400000000002,0.1406839705882353,13.237370000000002,-3.6708600000000002,Fox News
2,34,0.30739,0.0,0.30739,0.61478,0,56,34,0.18605517857142864,-0.22149323529411774,0.03209244444444446,10.419090000000004,-7.530770000000003,Reuters
0,25,0,0.0,0,0,0,64,25,0.22287843750000003,-0.2790796,0.08187898876404498,14.264220000000002,-6.976989999999999,NPR
0,10,0,0.0,0,0,0,38,10,0.24673526315789482,-0.13808099999999995,0.1665652083333334,9.375940000000003,-1.3808099999999996,Talking Points Memo
1,144,0.04128,-0.0005553472222222223,-0.019345,0.04128,-0.07997,290,144,0.199468724137931,-0.2010172916666667,0.0665885714285714,57.845929999999996,-28.946490000000008,New York Times
0,88,0,0.0,0,0,0,212,88,0.20600900943396216,-0.24290590909090906,0.07432729999999993,43.67390999999998,-21.375719999999998,Atlantic
2,63,0.225245,0.0,0.225245,0.45049,0,170,63,0.21620770588235294,-0.27409190476190476,0.08363742489270386,36.75531,-17.26779,CNN
3,168,0.15107,-0.005142976190476191,-0.06846833333333335,0.45321,-0.8640200000000001,554,168,0.2533791877256312,-0.2409115476190477,0.1383641689750688,140.3720699999997,-40.473140000000015,CNN
3,63,0.13498333333333332,0.0,0.13498333333333332,0.40495,0,147,63,0.20360768707483,-0.1632174603174604,0.09356014285714288,29.930330000000012,-10.282700000000006,Vox
4,15,0.3923425,0.0,0.3923425,1.56937,0,36,15,0.24290388888888895,-0.27030333333333334,0.09196058823529417,8.744540000000002,-4.05455,New York Post
2,57,0.430255,-2.7543859649122808e-05,0.28631333333333336,0.86051,-0.00157,141,57,0.24089560283687947,-0.22818912280701747,0.10585606060606065,33.966280000000005,-13.006779999999996,Washington Post
0,52,0,0.0,0,0,0,188,52,0.2156105851063832,-0.21590019230769236,0.12211658333333351,40.534790000000044,-11.226810000000002,Atlantic
1,7,0.04128,0.0,0.04128,0.04128,0,25,7,0.151912,-0.3728442857142857,0.0371215625,3.7977999999999996,-2.6099099999999997,Breitbart
0,50,0,0.0,0,0,0,99,50,0.19873767676767684,-0.24203139999999995,0.05082859060402691,19.675030000000007,-12.101569999999997,NPR
0,52,0,0.0,0,0,0,86,52,0.17884232558139548,-0.13987,0.05874782608695659,15.38044000000001,-7.27324,Atlantic
1,132,0.59835,-0.004007272727272727,0.017347500000000016,0.59835,-0.52896,207,132,0.20985173913043484,-0.2634533333333334,0.025555958702064927,43.43931000000001,-34.77584,Reuters
2,64,0.239055,0.0,0.239055,0.47811,0,144,64,0.17311562500000008,-0.21484984375000002,0.05374163461538466,24.92865000000001,-13.750390000000001,Reuters
0,18,0,0.0,0,0,0,41,18,0.2488343902439025,-0.20993388888888886,0.10887118644067802,10.202210000000003,-3.7788099999999996,Talking Points Memo
0,76,0,0.0,0,0,0,187,76,0.20647978609625656,-0.24778539473684208,0.07520923954372616,38.61171999999998,-18.83169,New York Times
2,75,0.16979999999999998,-0.011068666666666668,-0.1635166666666667,0.33959999999999996,-0.83015,167,75,0.18303197604790425,-0.25577133333333324,0.047039214876033124,30.566340000000007,-19.18284999999999,CNN
0,46,0,0.0,0,0,0,142,46,0.20058063380281696,-0.19080217391304358,0.10481675531914895,28.482450000000007,-8.776900000000005,Atlantic
0,19,0,0.0,0,0,0,46,19,0.15334282608695662,-0.1595894736842105,0.061870307692307766,7.0537700000000045,-3.0321999999999996,Business Insider
1,74,0.04128,0.0,0.04128,0.04128,0,122,74,0.197279918032787,-0.24899932432432442,0.02878673469387758,24.068150000000013,-18.425950000000007,Atlantic
0,5,0,0.0,0,0,0,39,5,0.2595864102564103,-0.204102,0.2068945454545455,10.123870000000002,-1.02051,Breitbart
0,8,0,0.0,0,0,0,18,8,0.17399444444444442,-0.10998374999999999,0.08661653846153844,3.1318999999999995,-0.8798699999999999,Talking Points Memo
0,49,0,0.0,0,0,0,96,49,0.2200028125000001,-0.1864410204081633,0.08265282758620694,21.12027000000001,-9.135610000000002,National Review
2,97,0.23720000000000002,-0.00015927835051546393,0.15298333333333333,0.47440000000000004,-0.01545,189,97,0.20498232804232802,-0.22140670103092783,0.06036786713286712,38.741659999999996,-21.47645,Washington Post
2,36,0.32086,-0.033185,-0.11058800000000002,0.64172,-1.19466,38,36,0.1762747368421053,-0.30368027777777773,-0.057216891891891844,6.6984400000000015,-10.932489999999998,Vox
0,18,0,-0.021625,-0.38925,0,-0.38925,27,18,0.14955666666666667,-0.2928233333333333,-0.027395333333333324,4.03803,-5.27082,CNN
0,1,0,0.0,0,0,0,3,1,0.06605333333333334,-0.18027,0.004472499999999997,0.19816,-0.18027,Talking Points Memo
0,33,0,0.0,0,0,0,72,33,0.17109625000000003,-0.17784212121212123,0.06142990476190477,12.318930000000002,-5.868790000000001,CNN
1,11,0.25952,-0.0001081818181818182,0.12916499999999997,0.25952,-0.00119,36,11,0.20973277777777777,-0.10046909090909092,0.1371323404255319,7.55038,-1.1051600000000001,Business Insider
0,44,0,0.0,0,0,0,79,44,0.19780835443037992,-0.1624663636363637,0.06892959349593504,15.626860000000013,-7.148520000000002,NPR
0,87,0,0.0,0,0,0,157,87,0.19826337579617836,-0.3092498850574712,0.01730577868852463,31.127350000000003,-26.904739999999993,Talking Points Memo
2,34,0.04128,-0.002352058823529412,0.0008633333333333317,0.08256,-0.07997,133,34,0.23460563909774437,-0.15975117647058823,0.15431742514970062,31.202550000000002,-5.43154,New York Times
0,23,0,0.0,0,0,0,53,23,0.22442547169811336,-0.214725652173913,0.09152447368421064,11.894550000000008,-4.938689999999999,Breitbart
0,38,0,0.0,0,0,0,105,38,0.21129419047619055,-0.22460263157894733,0.0954614685314686,22.185890000000008,-8.534899999999999,Talking Points Memo
0,75,0,0.0,0,0,0,204,75,0.22393813725490203,-0.13305586666666674,0.12797200716845883,45.683380000000014,-9.979190000000006,NPR
0,56,0,0.0,0,0,0,168,56,0.16767160714285725,-0.18602285714285713,0.07924799107142864,28.168830000000018,-10.41728,NPR
0,79,0,0.0,0,0,0,143,79,0.16650832167832183,-0.2506492405063292,0.018060360360360437,23.810690000000022,-19.801290000000005,NPR
0,115,0,-0.01279513043478261,-0.49048,0,-1.47144,142,115,0.14334112676056346,-0.24763478260869579,-0.03160918287937745,20.35444000000001,-28.478000000000016,Reuters
0,45,0,-0.005788444444444444,-0.13024,0,-0.26048,119,45,0.18471815126050423,-0.19697800000000001,0.0799844512195122,21.981460000000002,-8.86401,Guardian
0,16,0,0.0,0,0,0,42,16,0.1411442857142857,-0.19882750000000002,0.047358965517241364,5.928059999999999,-3.1812400000000003,Talking Points Memo
4,125,0.33372,0.0,0.33372,1.33488,0,360,125,0.2211558888888887,-0.20689408000000012,0.11083373195876273,79.61611999999994,-25.861760000000015,Vox
0,3,0,0.0,0,0,0,15,3,0.23029266666666667,-0.6078633333333333,0.09060000000000001,3.45439,-1.8235899999999998,Breitbart
0,149,0,-0.0007014093959731544,-0.10451,0,-0.10451,475,149,0.2342191368421052,-0.20104046979865772,0.13028695512820507,111.25408999999998,-29.95503,Atlantic
0,44,0,0.0,0,0,0,149,44,0.26867067114093957,-0.2388704545454546,0.15296181347150256,40.031929999999996,-10.510300000000003,NPR
1,75,0.15328,-0.0010662666666666667,0.036655,0.15328,-0.07997,161,75,0.15898416149068323,-0.23244786666666664,0.034588389830508486,25.59645,-17.43359,Reuters
0,47,0,0.0,0,0,0,111,47,0.2793339639639639,-0.2462638297872341,0.12298525316455694,31.006069999999998,-11.574400000000002,National Review
0,28,0,-0.01483142857142857,-0.20764,0,-0.41528,72,28,0.20132875000000008,-0.2783442857142858,0.06702030000000002,14.495670000000006,-7.7936400000000035,CNN
0,43,0,0.0,0,0,0,41,43,0.13693365853658543,-0.2386488372093024,-0.055328809523809544,5.614280000000003,-10.261900000000004,New York Times
7,0,0.24347714285714286,0,0.24347714285714286,1.70434,0,19,0,0.20913842105263158,0,0.20913842105263158,3.97363,0,Business Insider
2,26,0.360275,-0.009430384615384615,0.15845333333333333,0.72055,-0.24519,91,26,0.2289415384615385,-0.22621500000000008,0.12779564102564103,20.833680000000005,-5.881590000000002,New York Post
0,87,0,0.0,0,0,0,200,87,0.22003404999999987,-0.18855735632183904,0.09617533101045288,44.00680999999997,-16.404489999999996,Atlantic
0,59,0,0.0,0,0,0,104,59,0.22694076923076933,-0.27959372881355926,0.04359392638036817,23.60184000000001,-16.496029999999998,National Review
0,30,0,0.0,0,0,0,134,30,0.21081686567164176,-0.20136933333333334,0.13541695121951217,28.249459999999996,-6.04108,NPR
0,18,0,-0.03014,-0.54252,0,-0.54252,27,18,0.13671074074074077,-0.2370205555555555,-0.01278177777777775,3.6911900000000006,-4.266369999999999,CNN
0,39,0,0.0,0,0,0,135,39,0.2549798518518519,-0.2618130769230769,0.13914695402298854,34.42228000000001,-10.21071,National Review
0,38,0,-0.011172631578947368,-0.42456,0,-0.42456,83,38,0.23408024096385546,-0.3162247368421053,0.06125719008264466,19.428660000000004,-12.01654,Guardian
